70000_a,fillSnooper
85151_d,getLowerChestInventory
85156_a,removeGoal
85176_s,getDefaultTeleporter
90010_a,isPartOfLargeChest
90033_f,canLoadWorld
90036_a,getFireAspectModifier
90999_ad,canRenderOnFire
92034_a,createParticle
92035_a,createBall
92036_a,createBurst
92037_i,isFarFromCamera
92038_a,createShaped
92043_f,setTwinkle
92045_e,setTrail
92058_a,setItem
92059_d,getItem
92087_a,causeThornsDamage
92088_a,makeFireworks
92089_a,canApply
92092_a,getBlastDamageReduction
92093_a,getFireTimeForEntity
92094_a,shouldHit
92095_b,getDamage
92097_a,negateDamage
92110_g,getEnchantments
92111_a,getEnchantedItemStack
92115_a,addEnchantment
94041_b,isItemValidForSlot
94059_bO,getAlwaysRenderNameTagForRender
94060_bK,getAttackingEntity
94061_f,setNoAI
94083_c,getIgniter
94085_r,getDefaultDisplayTileOffset
94086_l,setDisplayTileOffset
94095_a,killMinecart
94096_e,setHasDisplayTile
94099_q,getDisplayTileOffset
94100_s,hasDisplayTile
94101_h,applyDrag
94103_c,explodeCart
94104_d,getFuseTicks
94105_c,ignite
94107_f,setMinecartPowered
94108_c,isMinecartPowered
94182_a,addSlot
94183_a,getStitchHolder
94185_c,getOriginY
94186_b,getOriginX
94206_g,getMinV
94207_b,getInterpolatedV
94209_e,getMinU
94210_h,getMaxV
94211_a,getWidth
94212_f,getMaxU
94214_a,getInterpolatedU
94216_b,getHeight
94219_l,updateAnimation
94248_c,updateAnimations
94305_f,doStitch
94310_b,allocateSlot
94311_c,expandAndAllocateSlot
94525_a,computeStackSize
94526_b,calcRedstoneFromInventory
94527_a,canAddItemToSlot
94529_b,extractDragMode
94530_a,canMergeSlot
94531_b,canDragIntoSlot
94532_c,getDragEvent
94533_d,resetDrag
94534_d,getQuickcraftMask
94539_a,causeExplosionDamage
94540_d,setExplosion
94541_c,isExplosion
94542_g,resetFallSuffix
94544_f,getBestCombatEntry
94545_a,calculateFallSuffix
94547_a,trackDamage
94548_b,getFallSuffix
94549_h,reset
94550_c,getBestAttacker
94559_f,isLivingDamageSrc
94560_a,getDamageSrc
94561_i,getDamageAmount
94562_g,getFallSuffix
94563_c,getDamage
94613_c,getExplosivePlacedBy
96092_aw,isPushedByWater
96095_a,onActivatorRailPass
96096_ay,isIgnited
96107_aA,getXPos
96108_aC,getZPos
96109_aB,getYPos
96110_f,setBlocked
96111_ay,getBlocked
96112_aD,captureDroppedItems
96122_a,canAttackPlayer
96123_co,getWorldScoreboard
96124_cp,getTeam
96296_a,getValidValues
96297_d,getFriendlyName
96300_b,getValueByName
96301_b,isFancyStyling
96302_c,isColor
96441_U,getScoreboard
96443_a,setScoreboard
96456_a,sendScoreboard
96496_a,teamsToNbt
96497_d,fillInDisplaySlots
96498_a,readTeams
96499_a,setScoreboard
96501_b,readObjectives
96502_a,loadTeamPlayers
96504_c,readDisplayConfig
96505_b,objectivesToNbt
96508_e,getTeam
96509_i,getPlayersTeam
96510_d,getObjectivesForEntity
96511_d,removeTeam
96512_b,removePlayerFromTeam
96513_c,onTeamRemoved
96514_c,getScoreObjectives
96516_a,onPlayerRemoved
96517_b,getObjectiveDisplaySlot
96518_b,getObjectiveNullable
96519_k,removeObjective
96522_a,onObjectiveAdded
96523_a,onTeamAdded
96524_g,removePlayerFromTeams
96525_g,getTeams
96526_d,getObjectiveNames
96527_f,createTeam
96529_a,getOrCreateScore
96530_a,setObjectiveInDisplaySlot
96531_f,getTeamNames
96533_c,onObjectiveRemoved
96534_i,getSortedScores
96536_a,onScoreChanged
96537_j,getObjectiveDisplaySlotNumber
96538_b,onTeamChanged
96539_a,getObjectiveInDisplaySlot
96546_g,sendDisplaySlotRemovalPackets
96548_f,getDestroyPackets
96549_e,addObjective
96550_d,getCreatePackets
96551_b,markSaveDataDirty
96552_h,getObjectiveDisplaySlotCount
96559_d,getYOffset
96631_a,attemptDamageItem
96636_a,getName
96637_b,isReadOnly
96645_d,getObjective
96647_c,setScorePoints
96648_a,incrementScore
96649_a,increaseScore
96650_f,getScoreScoreboard
96652_c,getScorePoints
96653_e,getPlayerName
96660_a,setAllowFriendlyFire
96661_b,getName
96664_a,setDisplayName
96665_g,getAllowFriendlyFire
96669_c,getDisplayName
96670_d,getMembershipCollection
96678_d,getDisplayName
96679_b,getName
96680_c,getCriteria
96682_a,getScoreboard
98034_c,isInvisibleToPlayer
98042_n,setTransferTicker
98043_aE,canTransfer
98052_bS,canPickUpLoot
98053_h,setCanPickUpLoot
98267_a,broadcastEvent
98268_b,setDelayToMin
98270_a,read
98271_a,getWorld
98273_j,resetTimer
98278_g,tick
98279_f,isActivated
98297_h,getSeeFriendlyInvisiblesEnabled
98298_a,setFriendlyFlags
98299_i,getFriendlyFlags
98300_b,setSeeFriendlyInvisiblesEnabled
99999_d,run
100011_g,getIsPotionDurationMax
100012_b,setPotionDurationMax
104002_bU,isNoDespawnRequired
104055_i,setForceGamemode
104056_am,getForceGamemode
110121_a,isNotEmpty
110124_au,getUniqueID
110128_b,onBroken
110131_b,removeItem
110132_b,removeListener
110134_a,addListener
110138_aP,getMaxHealth
110139_bj,getAbsorptionAmount
110142_aN,getCombatTracker
110143_aJ,getHealth
110144_aD,getLastAttackedEntity
110146_f,updateDistance
110148_a,getAttribute
110149_m,setAbsorptionAmount
110159_bB,updateLeashedState
110160_i,clearLeashed
110162_b,setLeashHolder
110163_bv,enablePersistence
110165_bF,recreateLeash
110166_bE,getLeashHolder
110167_bD,getLeashed
110182_bF,isAttacking
110195_a,addGrowth
110198_t,increaseTemper
110199_f,openGUI
110200_cJ,canMate
110201_q,getMouthOpennessAngle
110203_cN,getModifiedMovementSpeed
110204_cc,isEatingHaystack
110205_ce,isBreeding
110206_u,setJumpPower
110207_m,setChested
110208_b,setHorseWatchableBoolean
110209_cd,isRearing
110210_cH,moveTail
110215_cj,getHorseJumpStrength
110216_r,spawnHorseParticles
110219_q,setRearing
110220_cK,makeHorseRear
110223_p,getRearingAmount
110226_cD,initHorseChest
110227_p,setEatingHaystack
110233_w,getHorseWatchableBoolean
110234_j,setHorseTamed
110237_h,mountTo
110238_s,setTemper
110242_l,setBreeding
110245_cM,getModifiedJumpStrength
110246_bZ,isHorseJumping
110248_bS,isTame
110249_cI,openHorseMouth
110252_cg,getTemper
110255_k,setHorseJumping
110257_ck,isHorseSaddled
110258_o,getGrassEatingAmount
110263_g,setTamedBy
110266_cB,eatingHorse
110267_cL,getModifiedMaxHealth
110297_a_,verifySellingItem
110303_q,getLocationCape
110304_a,getDownloadImageSkin
110306_p,getLocationSkin
110311_f,getLocationSkin
110317_t,isRidingHorse
110318_g,sendHorseJump
110319_bJ,getHorseJumpPower
110430_a,setEntityActionState
110432_I,getSession
110434_K,getTextureManager
110437_J,getProxy
110455_j,getOpPermissionLevel
110468_c,getFrameIndex
110469_d,getFrameTime
110472_a,getFrameTimeSingle
110473_c,getFrameCount
110479_a,getTextureBlur
110480_b,getTextureClamp
110483_a,getSectionName
110492_a,parseAnimationFrame
110495_a,hasNoTime
110496_c,getFrameIndex
110497_b,getFrameTime
110550_d,tick
110552_b,getGlTextureId
110564_a,updateDynamicTexture
110577_a,bindTexture
110578_a,getDynamicTextureLocation
110623_a,getPath
110624_b,getNamespace
110646_a,getTextWithoutFormattingCodes
110647_a,getOSType
110738_j,isRidingHorse
110775_a,getEntityTexture
110935_a,getCurrentWidth
110936_b,getCurrentHeight
110970_k,getFrameCount
111104_a,setRandomEffect
111109_a,clampValue
111110_b,getDefaultValue
111111_c,getShouldWatch
111121_a,applyModifier
111123_a,getAttribute
111124_b,removeModifier
111125_b,getBaseValue
111126_e,getValue
111127_a,getModifier
111128_a,setBaseValue
111129_g,computeValue
111164_d,getAmount
111166_b,getName
111167_a,getID
111175_f,getTargetDistance
111183_a,getAttributeModifierAmount
111185_a,applyAttributesModifiersToEntity
111186_k,getAttributeModifierMap
111187_a,removeAttributesModifiersFromEntity
111205_h,getAttributeModifiers
111207_a,itemInteractionForEntity
111225_m,getRelevantEnchantmentTypes
111226_a,hasRelevantEnchantmentType
111229_a,setRelevantEnchantmentTypes
111238_b,isEnabled
111270_a,union
111282_a_,interactWithEntity
111283_C,getAttributeModifiers
111285_a,getUsername
111286_b,getSessionID
120011_ar,setGuiEnabled
120018_d,getLogComponent
120019_b,getStatsComponent
120020_c,getPlayerListComponent
120034_a,tick
120035_a,mean
130011_c,setLastAttackedEntity
130014_f_,getEntityWorld
130072_d,getAnimationFrame
130073_e,getFrameIndexSet
130098_m,hasAnimationMetadata
130105_g,getMinecraftStartTimeMillis
135016_M,getLanguageManager
135018_a,getLanguages
135035_b,isBidirectional
135040_d,getLanguages
135041_c,getCurrentLanguage
135044_b,isCurrentLanguageBidirectional
135045_a,setCurrentLanguage
135052_a,format
135074_t,clearCustomName
140005_i,switchToRealms
142008_O,shouldSetPosAfterLoading
142013_aG,getLastAttackedEntityTime
142015_aE,getRevengeTimer
142017_o,onLeashDistance
142018_a,shouldAttackEntity
142021_k,getServerBrand
142049_d,removeAllModifiers
142054_a,isSameTeam
143004_u,markPlayerActive
143006_e,setPlayerIdleTimeout
143007_ar,getMaxPlayerIdleMinutes
143010_b,write
143011_b,readAdditional
143018_f,getChunkPosZ
143019_e,getChunkPosX
143021_a,write
143025_a,getStructureName
145747_a,sendMessage
145748_c_,getDisplayName
145749_h,getLastOutput
145750_b,setLastOutput
145752_a,setCommand
145753_i,getCommand
145755_a,trigger
145756_e,updateCommand
145759_b,read
145760_g,getSuccessCount
145769_d,setEntityId
145770_h,isInRangeToRender3d
145773_az,doesEntityNotTriggerPressurePlate
145775_I,doBlockCollisions
145782_y,getEntityId
145806_a,setHurtEntities
145807_e,getWorldObj
145818_k_,hasCustomName
145822_e,getCommandBlockLogic
145828_a,addInfoToCrashReport
145829_t,validate
145830_o,hasWorld
145831_w,getWorld
145833_n,getMaxRenderDistanceSquared
145836_u,updateContainingBlockInfo
145837_r,isRemoved
145842_c,receiveClientEvent
145843_s,remove
145860_a,getProgress
145866_f,clearPistonTileEntity
145867_d,shouldPistonHeadBeRendered
145868_b,isExtending
145881_a,getSpawnerBaseLogic
145883_k,transferItemsOut
145884_b,getSourceInventory
145888_j,isOnTransferCooldown
145891_a,pullItems
145893_b,getInventoryAtPosition
145894_a,canCombine
145895_l,getInventoryForHopperTransfer
145896_c,setTransferCooldown
145911_b,getPlayer
145912_a,setPlayer
145913_a,setEditable
145914_a,getIsEditable
145934_k,canBrew
145940_l,brewPotions
145969_a,openChest
145970_b,closeChest
145971_a,canBeUsed
145993_a,getCommandBlockLogic
145995_a,setOutputSignal
145996_a,getOutputSignal
146000_x,addEffectsToPlayers
146017_i,getDispenseSlot
146019_a,addItemStack
146031_a,setChestTileEntity
146034_e,handleHookRetraction
146065_b,dropItemOrSelf
146066_aG,canDropLoot
146070_a,setBreakDoorsAItask
146072_bX,isBreakDoorsTaskSet
146077_cc,explode
146078_ca,hasIgnited
146079_cb,ignite
146082_f,setInLove
146094_a,getUUID
146097_a,dropItem
146103_bH,getGameProfile
146105_b,sendStatusMessage
146107_m,getStats
146140_b,setSelected
146141_c,isSelected
146158_b,getChatGUI
146175_b,deleteFromCursor
146176_q,getVisible
146177_a,deleteWords
146178_a,tick
146179_b,getText
146180_a,setText
146181_i,getEnableBackgroundDrawing
146182_d,moveCursorBy
146183_a,getNthWordFromPos
146184_c,setEnabled
146185_a,setEnableBackgroundDrawing
146187_c,getNthWordFromCursor
146188_c,drawSelectionBox
146189_e,setVisible
146190_e,setCursorPosition
146191_b,writeText
146193_g,setTextColor
146195_b,setFocused2
146196_d,setCursorPositionZero
146197_a,getNthWordFromPosWS
146198_h,getCursorPosition
146199_i,setSelectionPos
146200_o,getAdjustedWidth
146202_e,setCursorPositionEnd
146203_f,setMaxStringLength
146204_h,setDisabledTextColour
146205_d,setCanLoseFocus
146207_c,getSelectedText
146208_g,getMaxStringLength
146227_a,printChatMessage
146228_f,getChatWidth
146231_a,clearChatMessages
146232_i,getLineCount
146234_a,printChatMessageWithOptionalDeletion
146238_c,getSentMessages
146239_a,addToSentMessages
146240_d,resetScroll
146241_e,getChatOpen
146242_c,deleteChatLine
146245_b,refreshChat
146246_g,getChatHeight
146314_g,calcSaveDirName
146315_i,toggleMoreWorldOptions
146316_a,showMoreWorldOptions
146350_a,setButtonDelay
146359_e,copyLinkToClipboard
146367_a,connect
146375_g,onLayersChanged
146382_i,hasSelectedLayer
146402_a,getSentHistory
146418_g,wakeFromSleep
146574_g,sendRespawnPacket
146575_b,drawWinGameScreen
146586_a,setDoneWorking
146595_g,updateDisplayNames
146789_i,getOldServerPinger
146791_a,connectToServer
146792_q,refreshServerList
146795_p,getServerList
146796_h,connectToSelected
146980_g,updateDragSplitting
146982_a,drawItemStack
147050_b,setCurrentCreativeTab
147053_i,updateCreativeSearch
147055_p,needsScrollBars
147056_g,getSelectedTabIndex
147068_g,tickBook
147096_v,getChatVisibility
147097_b,sendTileEntityUpdate
147099_x,getStats
147100_a,handleClientSettings
147104_D,getCurrentServerData
147108_a,displayGuiScreen
147110_a,getFramebuffer
147111_S,isJava64bit
147112_ai,middleClickMouse
147113_T,isGamePaused
147114_u,getConnection
147115_a,sendClickBlockToController
147116_af,clickMouse
147118_V,getSoundHandler
147121_ag,rightClickMouse
147122_X,isJvm64bit
147130_as,getMinecraftSessionService
147132_au,refreshStatusNextTick
147133_T,getResourcePackUrl
147134_at,getServerStatusResponse
147137_ag,getNetworkSystem
147139_a,setDifficultyForAllWorlds
147149_a,saveToFile
147152_a,getStackTrace
147223_a,pingPendingNetworks
147224_a,ping
147225_b,tryCompatibilityPing
147226_b,clearPendingNetworks
147231_a,onDisconnect
147234_a,handleBlockChange
147235_a,handleSpawnObject
147236_a,handleEntityStatus
147237_a,handleSpawnPlayer
147238_a,handleDestroyEntities
147239_a,handleConfirmTransaction
147240_a,handleCustomPayload
147241_a,handleWindowItems
147242_a,handleEntityEquipment
147243_a,handleEntityAttach
147244_a,handleEntityVelocity
147245_a,handleWindowProperty
147246_a,handleCollectItem
147247_a,handleTeams
147249_a,handleUpdateHealth
147250_a,handleUpdateScore
147251_a,handleChat
147252_a,handleChangeGameState
147253_a,handleDisconnect
147254_a,handleDisplayObjective
147256_a,handlePlayerListItem
147257_a,handleHeldItemChange
147259_a,handleEntityMovement
147260_a,handleEntityEffect
147261_a,handleBlockAction
147262_a,handleRemoveEntityEffect
147263_a,handleChunkData
147264_a,handleMaps
147266_a,handleSetSlot
147267_a,handleEntityHeadLook
147268_a,handleSignEditorOpen
147270_a,handlePlayerAbilities
147272_a,handleKeepAlive
147273_a,handleUpdateTileEntity
147275_a,handleEntityTeleport
147276_a,handleCloseWindow
147277_a,handleEffect
147279_a,handleAnimation
147280_a,handleRespawn
147281_a,handleSpawnMob
147282_a,handleJoinGame
147283_a,handleExplosion
147284_a,handleEntityMetadata
147285_a,handleTimeUpdate
147286_a,handleSpawnExperienceOrb
147287_a,handleMultiBlockChange
147288_a,handleSpawnPainting
147289_a,handleParticles
147290_a,handleEntityProperties
147291_a,handleScoreboardObjective
147293_a,handleStatistics
147294_a,handleBlockBreakAnim
147295_a,handleSetExperience
147296_c,cleanup
147297_a,sendPacket
147298_b,getNetworkManager
147311_a,processPing
147312_a,processServerQuery
147315_a,processEncryptionResponse
147316_a,processLoginStart
147317_d,getConnectionInfo
147326_c,tryAcceptPlayer
147338_a,processEnchantItem
147339_a,processConfirmTransaction
147340_a,processUseEntity
147342_a,processClientStatus
147343_a,processUpdateSign
147344_a,processCreativeInventoryAction
147345_a,processPlayerDigging
147346_a,processTryUseItem
147347_a,processPlayer
147348_a,processPlayerAbilities
147349_a,processCustomPayload
147351_a,processClickWindow
147352_a,processClientSettings
147353_a,processKeepAlive
147354_a,processChatMessage
147355_a,processHeldItemChange
147356_a,processCloseWindow
147357_a,processEntityAction
147358_a,processInput
147359_a,sendPacket
147361_d,handleSlashCommand
147364_a,setPlayerLocation
147383_a,processHandshake
147388_a,handleDisconnect
147389_a,handleEncryptionRequest
147390_a,handleLoginSuccess
147391_c,getSessionService
147397_a,handleServerInfo
147398_a,handlePong
147407_a,setBase64EncodedIconData
147409_e,getBase64EncodedIconData
147413_a,set
147414_b,saveSingleServer
147442_i,setThunderStrength
147448_a,addTileEntities
147485_a,fireBlockEvent
147488_Z,sendQueuedBlockEvents
147543_a,setWorld
147547_b,getRenderer
147548_a,getFontRenderer
147585_a,markBlockRangeForRenderUpdate
147604_a,setFramebufferColor
147606_d,unbindFramebufferTexture
147607_a,setFramebufferFilter
147608_a,deleteFramebuffer
147609_e,unbindFramebuffer
147610_a,bindFramebuffer
147611_b,checkFramebufferComplete
147612_c,bindFramebufferTexture
147615_c,framebufferRender
147631_c,deleteGlTexture
147645_c,deleteTexture
147647_b,bidiReorder
147649_g,getX
147650_b,getSoundLocation
147651_i,getZ
147652_d,getRepeatDelay
147653_e,getVolume
147654_h,getY
147655_f,getPitch
147656_j,getAttenuationType
147657_c,canRepeat
147667_k,isDonePlaying
147681_a,playDelayed
147682_a,play
147683_b,stop
147685_d,unloadSounds
147687_e,resume
147689_b,pause
147690_c,stop
147701_i,getMapItemRenderer
147704_a,updateShaderGroupSize
147706_e,getShaderGroup
147778_a,getAoBrightness
147969_b,getMipmapDimension
147985_d,markDirty
147986_h,getProgram
147989_e,getVertexShaderLoader
147994_f,getFragmentShaderLoader
148017_a,getFramebuffer
148018_a,render
148020_a,addFramebuffer
148022_b,getShaderGroupName
148023_a,addShader
148024_c,resetProjectionMatrix
148026_a,createBindFramebuffers
148027_a,initTarget
148028_c,initUniform
148041_a,addAuxFramebuffer
148042_a,render
148055_a,getShaderFilename
148056_a,attachShader
148062_a,getShaderName
148063_b,getShaderExtension
148064_d,getLoadedShaders
148065_c,getShaderMode
148075_b,linkProgram
148077_a,deleteShader
148078_c,createProgram
148081_a,set
148082_k,uploadFloatMatrix
148083_a,set
148084_b,setUniformLocation
148085_a,parseType
148086_a,getShaderName
148087_a,set
148089_j,uploadFloat
148090_a,set
148091_i,uploadInt
148092_b,setSafe
148093_b,upload
148095_a,set
148096_h,markDirty
148097_a,set
148107_b,stringToBlendFactor
148108_a,stringToBlendFunction
148109_a,apply
148111_b,isOpaque
148194_a,updateNetworkServers
148195_a,updateOnlineServers
148236_a,updateMapTexture
148246_a,updateMapTexture
148248_b,getMapRendererInstance
148249_a,clearLoadedMaps
148254_d,getToken
148255_b,getPlayerID
148256_e,getProfile
148259_a,saveScreenshot
148260_a,saveScreenshot
148296_a,getServerData
148328_e,canScroll
148329_a,scrollTo
148335_a,reseedRandomGenerator
148540_a,sendPacketToAllPlayers
148543_a,sendToAllNearExcept
148545_a,createPlayerForUser
148574_b,canReplaceExisting
148596_a,reload
148599_a,playDelayed
148602_b,stop
148604_f,resume
148608_i,load
148610_e,pause
148611_c,play
148613_b,unload
148614_c,stopAllSounds
148720_g,cloneEntry
148721_a,getWeight
148742_b,keySet
148745_a,getByValue
148746_a,put
148757_b,getId
148833_a,processPacket
148837_a,readPacketData
148840_b,writePacketData
148845_c,getBreakerId
148846_g,getProgress
148853_f,getTileEntityType
148857_g,getNbtCompound
148864_h,getData2
148868_c,getBlockType
148869_g,getData1
148888_e,wasAccepted
148889_c,getWindowId
148890_d,getActionNumber
148910_d,getItemStacks
148911_c,getWindowId
148915_c,getChatComponent
148916_d,isSystem
148928_d,getY
148930_g,getPitch
148931_f,getYaw
148932_c,getX
148933_e,getZ
148941_i,getYaw
148943_d,getEntityID
148945_j,getPitch
148965_c,getEntityID
148974_c,getStatisticMap
148977_d,getAnimationType
148978_c,getEntityID
148985_c,getEntityID
148986_g,getXPValue
149001_c,getEntityID
149006_k,getYaw
149008_j,getPitch
149009_m,getData
149024_d,getEntityID
149025_e,getEntityType
149026_i,getVelocityX
149028_l,getYaw
149030_m,getPitch
149031_k,getVelocityZ
149032_n,getHeadPitch
149033_j,getVelocityY
149060_h,isRotating
149063_g,getPitch
149065_a,getEntity
149066_f,getYaw
149083_e,getGameType
149098_c,getEntityIDs
149101_g,getFlySpeed
149103_f,isCreativeMode
149105_e,isAllowFlying
149106_d,isFlying
149107_h,getWalkSpeed
149112_c,isInvulnerable
149134_c,getId
149137_d,getValue
149143_g,getY
149144_d,getMotionY
149145_h,getZ
149146_i,getStrength
149147_e,getMotionZ
149148_f,getX
149149_c,getMotionX
149150_j,getAffectedBlockPositions
149160_c,getOpCode
149161_a,getEntity
149165_c,getReason
149169_c,getChannelName
149173_d,getSlot
149174_e,getStack
149175_c,getWindowId
149180_e,getValue
149181_d,getProperty
149182_c,getWindowId
